text,label,source,language,text_cleaned,length,word_count,avg_word_length,digit_count,uppercase_count,exclamation_count,question_count,dollar_count,percent_count,has_url,has_phone,has_email,has_currency,abbreviation_count,digit_ratio,keyword_urgent,keyword_immédiat,keyword_immédiatement,keyword_gagner,keyword_loterie,keyword_héritage,keyword_m-pesa,keyword_mobile_money,keyword_transfert,keyword_virement,keyword_récompense,keyword_arnaque,keyword_escroquerie,keyword_compte_bloqué,keyword_compte_suspendu,keyword_vérifier,keyword_confirmer,keyword_code,keyword_secret,keyword_pin,keyword_otp,keyword_gratuit,keyword_promo,keyword_offre_spéciale,keyword_temps_limité,keyword_mtn,keyword_moov,keyword_celtis,keyword_sbee,keyword_benin,keyword_bénin,fraud_keyword_score,uppercase_ratio
"Falhou. O saldo da  tua conta  M-Pesa e insuficiente  para pagar 2,000.00MT. O teu saldo actual e de 2,008.00MT. M-Pesa e Facil",0,moz_smishing,portuguese,falhou. o saldo da tua conta m pesa e insuficiente para pagar 2 00.00mt. o teu saldo actual e de 2 008.00mt. m pesa e facil,127,22,4.681818181818182,12,12,0,0,0,0,0,0,0,0,0,0.09448818897637795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09448818897637795
Bom dia babe. Tudo bem!? Estou pra sair da sua casa. Mas não tem energia,0,moz_smishing,portuguese,bom dia babe. tudo bem!? estou pra sair da sua casa. mas não tem energia,72,15,3.8666666666666667,0,4,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555
Ainda. Estou na cidade a depositar valores para envio de camisetes.,0,moz_smishing,portuguese,ainda. estou na cidade a depositar valores para envio de camisetes.,67,11,5.181818181818182,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029850746268656716
"MBIM informa: Nas ultimas 24 h o seu cartao *0594, fez 04 transaccoes em POS no valor total de MZN40.000,00 . Se desconhece ligue +25821350035. Obrigado.",0,moz_smishing,portuguese,mbim informa nas ultimas 24 h o seu cartao 0594 fez 04 transaccoes em pos no valor total de mzn40.00 00 . se desconhece ligue . obrigado.,153,26,4.923076923076923,26,13,0,0,0,0,0,1,0,0,0,0.16993464052287582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08496732026143791
"Peço emprestado 500 Mts, se tiveres manda para meu Mpesa",0,moz_smishing,portuguese,peço emprestado 500 mts se tiveres manda para meu mpesa,56,10,4.7,3,3,0,0,0,0,0,0,0,0,0,0.05357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05357142857142857
Ja esta disponivel https://bit.ly/3Lt7QAy a edicao de Fevereiro da Moza News. Fique a conhecer todas as novidades do Banco com que pode contar. Para mais info contacte 95247 ou 21342020. Moza,0,moz_smishing,portuguese,ja esta disponivel a edicao de fevereiro da moza news. fique a conhecer todas as novidades do banco com que pode contar. para mais information contacte 95247 ou . moza,191,31,5.193548387096774,15,11,0,0,0,0,1,1,0,0,1,0.07853403141361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05759162303664921
Boa tarde gostaria que me podesse um enviar se for possível,0,moz_smishing,portuguese,boa tarde gostaria que me podesse um enviar se for possível,59,11,4.454545454545454,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01694915254237288
     Bom dia      O Valor Manda  Para Esse Numero   846772707   M-pesa Esta Em Nome De    ALFAN JOÄNQUE EMILIO!!,0,moz_smishing,portuguese,bom dia o valor manda para esse numero m pesa esta em nome de alfan joänque emilio!!,112,17,4.588235294117647,9,30,2,0,0,0,0,1,0,0,0,0.08035714285714286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26785714285714285
"Confirmado AGI2ARJNHSI. O teu saldo  M-Pesa e  6,161.22MT  aos 18/7/23 as 10:23 AM. 
Na App Meu M-Pesa e mais facil. Baixa a App https://onelink.to/xanf67",0,moz_smishing,portuguese,confirmado agi2arjnhsi. o teu saldo m pesa e 6 161.22mt aos 18 7 23 as 10 23 am. na app meu m pesa e mais facil. baixa a app,154,24,5.291666666666667,18,25,0,0,0,0,1,0,0,0,0,0.11688311688311688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16233766233766234
"Bom dia babe. Obrigada. 
Bom trabalho para ti também. Bjs",0,moz_smishing,portuguese,bom dia babe. obrigada. bom trabalho para ti também. bjs,57,10,4.7,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07017543859649122
Confirmado AH85AXJTC75. Recebeste 4.00MT de volta na tua conta promocional por teres feito uma transferencia aos 08/08/2023. Podes usar este valor para comprar minutos e internet. O novo saldo da tua conta promocional e de 8.00MT validos ate 07/09/2023 as 23:45. M-Pesa e facil!,0,moz_smishing,portuguese,confirmado ah85axjtc75. recebeste 4.00mt de volta na tua conta promocional por teres feito uma transferencia aos 08 08 2023. podes usar este valor para comprar minutos e internet. o novo saldo da tua conta promocional e de 8.00mt validos ate 07 09 2023 as 23 45. m pesa e facil!,278,44,5.340909090909091,30,17,1,0,0,0,0,0,0,0,0,0.1079136690647482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.06115107913669065
"Confirmado 8HK36NW2451. Transferiste 700.00MT e a taxa foi de 8.00MT para 846102460 - NURO aos 20/8/21 as 12:19 PM. O teu novo saldo M-Pesa e de 1,221.62MT. M-Pesa e facil!.",0,moz_smishing,portuguese,confirmado 8hk36nw2451. transferiste 700.00mt e a taxa foi de 8.00mt para nuro aos 20 8 21 as 12 19 pm. o teu novo saldo m pesa e de 1 221.62mt. m pesa e facil!.,173,30,4.8,39,23,1,0,0,0,0,1,0,0,0,0.2254335260115607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1329479768786127
"Transferencia da conta cartao 3613145/BCI para conta movel 846689637 no valor de 500,00 MZN efectuada com sucesso, em 2018-10-26 08:47:07. Ponto24.",0,moz_smishing,portuguese,transferencia da conta cartao bci para conta movel no valor de 500 00 mzn efectuada com sucesso em 08 47 07. ponto24.,147,21,6.0476190476190474,37,8,0,0,0,0,0,1,0,0,0,0.25170068027210885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05442176870748299
"Viva meu caro, preciso de um tako para 84653545 podes mandar-me do Mpesa",0,moz_smishing,portuguese,viva meu caro preciso de um tako para podes mandar me do mpesa,72,13,4.615384615384615,8,2,0,0,0,0,0,1,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777777777777776
"Confirmado 9L219EK09ZJ. Recebeste  1,000.00MT de 999864 - BCI SA aos 2/12/22  as 5:10 PM o novo saldo  M-Pesa e de 1,160.62MT. Em caso de duvida, liga 100. M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 9l219ek09zj. recebeste 1 00.00mt de 99864 bci sa aos 2 12 22 as 5 10 pm o novo saldo m pesa e de 1 160.62mt. em caso de duvida liga 100. m pesa e facil!,171,30,4.633333333333334,35,23,1,0,0,0,0,0,0,0,0,0.2046783625730994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13450292397660818
"Babe...nunca diga a alguem que eu já engravidei antes...nem minha mãe sabe disso.
Ok!!!!",0,moz_smishing,portuguese,babe..nunca diga a alguem que eu já engravidei antes..nem minha mãe sabe disso. ok!!,88,14,5.357142857142857,0,2,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727272727272728
"7FI349BGSN7. Caro Cliente, o codigo para efectuar levantamento na conta M-Pesa e 831556. Tens 15min para usa-lo na ATM-Ponto24 antes que expire. O teu saldo e de 3218.00 MT. M-Pesa e facil!",0,moz_smishing,portuguese,7fi349bgsn7. caro cliente o codigo para efectuar levantamento na conta m pesa e 831556. tens 15min para usa lo na atm ponto24 antes que expire. o teu saldo e de 3218.00 mt. m pesa e facil!,189,32,4.9375,21,20,1,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10582010582010581
Babe podes responder me no whatssap,0,moz_smishing,portuguese,babe podes responder me no whatssap,35,6,5.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857
Iria pedir a pessoa para prestar muito bem atenção ao efectuar a transação de modo a evitar os furtos.,0,moz_smishing,portuguese,iria pedir a pessoa para prestar muito bem atenção ao efectuar a transação de modo a evitar os furtos.,102,19,4.421052631578948,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745
Sobre a saida. Me da o nome do restaurante .,0,moz_smishing,portuguese,sobre a saida. me da o nome do restaurante .,44,10,3.5,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545454545456
"Solicite empréstimos instantaneos a uma taxa de juros de 3%.Obs ferecemos todos os tipos de empréstimo. Para mais detalhes, bayportf879@gmail.com",0,moz_smishing,portuguese,solicite empréstimos instantaneos a uma taxa de juros de 3 .obs ferecemos todos os tipos de empréstimo. para mais detalhes,145,20,6.3,4,3,0,0,0,1,0,0,1,0,0,0.027586206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020689655172413793
"9K789940PSS Confirmado. Compraste  50.00MT de  credito  aos 7/11/22 as 2:24 PM.O novo saldo  M-Pesa e de 10.62MT. Em caso de duvida, liga para o 84111. M-Pesa e facil!",0,moz_smishing,portuguese,9k789940pss confirmado. compraste 50.00mt de credito aos 7 11 22 as 2 24 pm.o novo saldo m pesa e de 10.62mt. em caso de duvida liga para o 8411. m pesa e facil!,167,28,4.857142857142857,28,18,1,0,0,0,0,0,0,0,0,0.16766467065868262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10778443113772455
Confirmado 8A915EGGNS9. Transferiste 120.00MT e a taxa foi de 4.00MT para 849699551 - GEREMIAS aos 9/1/21 as 9:38 AM. O teu novo saldo M-Pesa e de 849.00MT. M-Pesa e facil!.,0,moz_smishing,portuguese,confirmado 8a915eggns9. transferiste 120.00mt e a taxa foi de 4.00mt para geremias aos 9 1 21 as 9 38 am. o teu novo saldo m pesa e de 849.00mt. m pesa e facil!.,173,30,4.8,34,29,1,0,0,0,0,1,0,0,0,0.19653179190751446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1676300578034682
saudações amigo se tens o valor podes enviar na minha conta móvel,0,moz_smishing,portuguese,saudações amigo se tens o valor podes enviar na minha conta móvel,65,12,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
"Bom dia, sim liguei pra saber se ja podemos ter acesso ou valor da BIC",0,moz_smishing,portuguese,bom dia sim liguei pra saber se ja podemos ter acesso ou valor da bic,70,15,3.7333333333333334,0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05714285714285714
Bom dia mano peço por emprestado um valor de 500 Mt não tenho carvão ne energia me envia o valor na minha m-pesa 842315895 te do assim que eu tiver.,0,moz_smishing,portuguese,bom dia mano peço por emprestado um valor de 500 mt não tenho carvão ne energia me envia o valor na minha m pesa te do assim que eu tiver.,148,30,3.966666666666667,12,2,0,0,0,0,0,1,0,0,0,0.08108108108108109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013513513513513514
"7L6556Y2O59. Caro Cliente, o codigo para efectuar pagamento usando a conta M-Pesa e 950853. Tens 15min para usa-lo em qualquer POS BCI  antes que expire. O teu saldo e de 1055.00 MT. M-Pesa e facil!",0,moz_smishing,portuguese,7l6556y2o59. caro cliente o codigo para efectuar pagamento usando a conta m pesa e 950853. tens 15min para usa lo em qualquer pos bci antes que expire. o teu saldo e de 1055.00 mt. m pesa e facil!,198,35,4.6571428571428575,22,19,1,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09595959595959595
"Millennium mobile
O seu numero +258875725200
recebeu credito no valor de 10,0 MT
enviado pelo +258846689637
 Aqui consigo",0,moz_smishing,portuguese,millennium mobile o seu numero recebeu credito no valor de 10 0 mt enviado pelo aqui consigo,121,18,5.722222222222222,27,5,0,0,0,0,0,1,0,0,0,0.2231404958677686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04132231404958678
"Irmão, por favor peço que envie o nosso pendente para meu M-Pesa.",0,moz_smishing,portuguese,irmão por favor peço que envie o nosso pendente para meu m pesa.,65,12,4.5,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.046153846153846156
Transferencia da conta movel  para a conta cartao 3613145/BCI no valor de 80.00 MZN efectuada com sucesso. Ponto24.,0,moz_smishing,portuguese,transferencia da conta movel para a conta cartao bci no valor de 80.00 mzn efectuada com sucesso. ponto24.,115,18,5.388888888888889,13,8,0,0,0,0,0,1,0,0,0,0.11304347826086956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06956521739130435
"Confirmado 8GS16JC7RFP. Transferiste 1,500.00MT e a taxa foi de 10.00MT para 849699551 - JEREMIAS aos 28/7/21 as 11:50 AM. O teu novo saldo M-Pesa e de 452.62MT. M-Pesa e facil!.",0,moz_smishing,portuguese,confirmado 8gs16jc7rfp. transferiste 1 500.00mt e a taxa foi de 10.00mt para jeremias aos 28 7 21 as 11 50 am. o teu novo saldo m pesa e de 452.62mt. m pesa e facil!.,178,30,4.966666666666667,37,30,1,0,0,0,0,1,0,0,0,0.20786516853932585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16853932584269662
Confirmado 7LS35BYKFCL. O teu saldo  M-Pesa e  427.00MT  aos 28/12/20 as 2:01 PM.M-Pesa e facil!,0,moz_smishing,portuguese,confirmado 7ls35bykfcl. o teu saldo m pesa e 427.00mt aos 28 12 20 as 2 01 pm.m pesa e facil!,96,15,5.266666666666667,17,18,1,0,0,0,0,0,0,0,0,0.17708333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1875
BOA TARDE TDO BEM? CA XTAMOS BEM. FILHO PEÇO 300MT KRO MOER MILHO EU XTO A MACHAMBA A SEMEAR XTOU SEM FARINHA MANDA NO TELEFONE DO SE PAI,0,moz_smishing,portuguese,boa tarde tdo bem? ca xtamos bem. filho peço 300mt kro moer milho eu xto a machamba a semear xtou sem farinha manda no telefone do se pai,137,28,3.9285714285714284,3,105,0,1,0,0,0,0,0,0,0,0.021897810218978103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7664233576642335
"Para confirmar a transaccao no valor de 3000.0 MZN, use o codigo: 075309. Em caso de duvida ligue ao Fala Daki atraves dos nrs. 84/87 0921224 ou 82 9991224.",0,moz_smishing,portuguese,para confirmar a transaccao no valor de 300.0 mzn use o codigo 075309. em caso de duvida ligue ao fala daki atraves dos nrs. 84 ou .,156,29,4.413793103448276,31,7,0,0,0,0,0,1,0,0,0,0.1987179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04487179487179487
"Confirmado 7C753RMRF01. Transferiste 35.00MT para 258847396449 - MUSSA CAUANE aos 7/3/20 as 4:20 PM. O teu novo saldo M-Pesa e de 2,393.00MT. M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 7c753rmrf01. transferiste 35.00mt para mussa cauane aos 7 3 20 as 4 20 pm. o teu novo saldo m pesa e de 2 393.00mt. m pesa e facil!,157,25,5.32,35,29,1,0,0,0,0,1,0,0,0,0.2229299363057325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18471337579617833
Babe tudo bem? Falta muito? T,0,moz_smishing,portuguese,babe tudo bem? falta muito? t,29,6,4.0,0,3,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10344827586206896
Boa tarde amiga peço 100 mt pode mandar para esse nr. Assinatura,0,moz_smishing,portuguese,boa tarde amiga peço 100 mt pode mandar para esse nr. assinatura,64,12,4.416666666666667,3,2,0,0,0,0,0,0,0,0,0,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125
"Confirmado 9L279EK2PAR. Registamos uma operacao de compra no valor de 950.00MT na entidade ZAP com referencia 247507737992 aos 2/12/22 as 5:16 PM. O teu novo saldo M-Pesa e de 210.62MT. Em caso de duvida, liga 100. M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 9l279ek2par. registamos uma operacao de compra no valor de 950.00mt na entidade zap com referencia aos 2 12 22 as 5 16 pm. o teu novo saldo m pesa e de 210.62mt. em caso de duvida liga 100. m pesa e facil!,230,39,4.923076923076923,38,23,1,0,0,0,0,1,0,0,0,0.16521739130434782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1
"btade como esta peço para mandar aquele valor na minha conta MPesa neste numero, esta em nome",0,moz_smishing,portuguese,btade como esta peço para mandar aquele valor na minha conta mpesa neste numero esta em nome,93,17,4.529411764705882,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505376344086023
"Caro Municipe, pague com mkesh o estacionamento da sua viatura de forma facil, segura e sem precisar de cobrador. Digite *210# ou baixe a APP m-estacionamento.",0,moz_smishing,portuguese,caro municipe pague com mkesh o estacionamento da sua viatura de forma facil segura e sem precisar de cobrador. digite 210 ou baixe a app m estacionamento.,159,26,5.153846153846154,3,6,0,0,0,0,0,0,0,0,0,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03773584905660377
"Falhou, o saldo da  tua conta  M-Pesa e insuficiente  para transferir  100.00MT. O teu saldo e de M-Pesa e 71.42MT .",0,moz_smishing,portuguese,falhou o saldo da tua conta m pesa e insuficiente para transferir 100.00mt. o teu saldo e de m pesa e 71.42mt .,116,21,4.380952380952381,9,10,0,0,0,0,0,0,0,0,0,0.07758620689655173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08620689655172414
Bom dia minha senhora! peço um valor no mpesa se tiver.,0,moz_smishing,portuguese,bom dia minha senhora! peço um valor no mpesa se tiver.,55,11,4.090909090909091,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818181818
"Boa Eng. enviei a grelha de avaliação para si, salientar que o estudante so defende se tiver nota mínima de 12 valores consoante a grelha que é acompanhada pelo relatório. é tens que confirmar se está apto para defesa ainda hoje para se calendarizar as defesas",0,moz_smishing,portuguese,boa eng. enviei a grelha de avaliação para si salientar que o estudante so defende se tiver nota mínima de 12 valores consoante a grelha que é acompanhada pelo relatório. é tens que confirmar se está apto para defesa ainda hoje para se calendarizar as defesas,260,46,4.673913043478261,2,2,0,0,0,0,0,0,0,0,0,0.007692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692307692307693
"7IT74SJQ36B confirmado. Recebeste o pagamento de  5,000.00MT  de 999864 - BCI SA aos 29/9/20 as 11:23 AM. O novo saldo M-Pesa e de 5,241.00MT M-Pesa e facil!",0,moz_smishing,portuguese,7it74sjq36b confirmado. recebeste o pagamento de 5 00.00mt de 99864 bci sa aos 29 9 20 as 11 23 am. o novo saldo m pesa e de 5 241.00mt m pesa e facil!,157,27,4.777777777777778,32,23,1,0,0,0,0,0,0,0,0,0.20382165605095542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1464968152866242
"Mano peço um valor para algo, podes mandar na minha conta MPesa e peço para confirmar o nome antes de mandar",0,moz_smishing,portuguese,mano peço um valor para algo podes mandar na minha conta mpesa e peço para confirmar o nome antes de mandar,108,21,4.190476190476191,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777777777777776
"MBIM informa: Nas ultimas 24 h o seu cartao *0594, fez 03 transaccoes em POS no valor total de MZN6.949,80 . Se desconhece ligue +25821350035. Obrigado.",0,moz_smishing,portuguese,mbim informa nas ultimas 24 h o seu cartao 0594 fez 03 transaccoes em pos no valor total de mzn6.949 80 . se desconhece ligue . obrigado.,152,26,4.884615384615385,25,13,0,0,0,0,0,1,0,0,0,0.16447368421052633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08552631578947369
Boa tarde pai? Sou eu teu filho Ismael que reside actualmente na cidade de lichinga. Pai estou a pedir um 100 métricas estou precisando para comprar sabão. Bao tarde,0,moz_smishing,portuguese,boa tarde pai? sou eu teu filho ismael que reside actualmente na cidade de lichinga. pai estou a pedir um 100 métricas estou precisando para comprar sabão. bao tarde,165,29,4.724137931034483,3,5,0,1,0,0,0,0,0,0,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303030303030304
Babe...os medicamentos só me deixaram mais doente ainda... não parei de sangrar e nem reduziu.,0,moz_smishing,portuguese,babe..os medicamentos só me deixaram mais doente ainda.. não parei de sangrar e nem reduziu.,94,15,5.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872340425
"Informamos que a sua conta movel efectuou Levantamento, em 2018-04-12 16:01:19, no valor de 500,00 MZN. Ponto24",0,moz_smishing,portuguese,informamos que a sua conta movel efectuou levantamento em 16 01 19 no valor de 500 00 mzn. ponto24,111,17,5.588235294117647,21,6,0,0,0,0,0,1,0,0,0,0.1891891891891892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05405405405405406
Envia pra meu número,0,moz_smishing,portuguese,envia pra meu número,20,4,4.25,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
Oii babe... quantos gigas ganhas quando recarregas de 1000(diamond)?,0,moz_smishing,portuguese,oii babe.. quantos gigas ganhas quando recarregas de 100 diamond ?,68,9,6.666666666666667,4,1,0,1,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882352941176
Confirmado 7LS45BYL29C. Registamos uma operacao de compra no valor de 400.00MT no comerciante POS BCI aos 28/12/20 as 2:03 PM. O teu novo saldo M-Pesa e de 27.00MT. M-Pesa e facil!,0,moz_smishing,portuguese,confirmado 7ls45byl29c. registamos uma operacao de compra no valor de 400.00mt no comerciante pos bci aos 28 12 20 as 2 03 pm. o teu novo saldo m pesa e de 27.00mt. m pesa e facil!,180,31,4.838709677419355,23,25,1,0,0,0,0,0,0,0,0,0.12777777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1388888888888889
"Confirmado 8C285PCTNHM. Aos 2/3/21  as 4:59 PM levantaste 4,000.00MT no agente 119136 - 9-BARRACA SALO. O novo saldo M-Pesa e de  1,646.62MT. M-Pesa e facil!",0,moz_smishing,portuguese,confirmado 8c285pctnhm. aos 2 3 21 as 4 59 pm levantaste 4 00.00mt no agente 119136 9 barraca salo. o novo saldo m pesa e de 1 646.62mt. m pesa e facil!,157,25,5.24,30,31,1,0,0,0,0,0,0,0,0,0.1910828025477707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19745222929936307
Confirmado 7K124Z88M28. Aos 1/11/20  as 3:09 PM levantaste 50.00MT no agente 116206 - 9-JOAO HORACIO. O novo saldo M-Pesa e de  37.00MT. M-Pesa e facil!,0,moz_smishing,portuguese,confirmado 7k124z88m28. aos 1 11 20 as 3 09 pm levantaste 50.00mt no agente 116206 9 joao horacio. o novo saldo m pesa e de 37.00mt. m pesa e facil!,152,25,5.04,31,27,1,0,0,0,0,0,0,0,0,0.20394736842105263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17763157894736842
